comment,label
news channel mein pata Raha hai us suvar ne apni bhahen pooja ka rape kiya hai ek aur jhoot akhir zahil gatar chap Kari Kya sakta hai,2
Tere bhagwi baap ki maa ka rape konse baba ne Kara,2
"Yeduurappa is honest, Jay Shah is honest, Mopalwar is honest, Prakash Mehta is honest, A Raja is honest, Adarsh scam nahin hua,Betiyoon ka rape nahin ho Raha hai....Aapko Zara si bhi sharam hai kya  jo ab bhi naitikta aur Desh bhakti ki baatein karte hai sir.",3
"Isliye ye chutiye media waale Salman ko itna hate karte, itni negativity karte h. 25+ saal se yhi kar rhe h lekin kuch ukhad nhi paaye.",3
"Betiyoon ka rape ho Raha hai Lekin AAP toh Apne aish aaram me mast hai...Desh Ko Bewakoofiyaan banate  banate Abhi Maan nahin bhara kya saheb..2G nahin hua ,Adarsh nahin hua, Mopalwar free, axis bank free, and PM saheb on world tour..Desh sharminda hai ki aapko Suna aur chuna",2
Ek movie ne logo ko gyan gyani bana diya.  Haryana me rape horahe hai kabhi uske liye b lecture dedijiye ya beti bheno ke liye guru gyan khatam hogua apke pass,2
Sanbhu Fir bhikari ban gaya Aur usko crore pati banewale bhi bhikari ban gay Kyu har ghar mein sanbhu balatakari apni bhahen ka rape Kar Raha hai,2
Teri bhahen Tuje Kya keti hai Bhaiya chor do mein Aap ki bhahen hu haram khoro kam se kam apni bhahen ka to rape mat karo,3
Kya huva apni bhahen ka rape Kar Raha hai Kya sanbhu ki taraha,2
Krishna chor jo ek radha naam ki Randi ka rape kiya tha Aur logo ko chutiya banaya ki mein makhan chor hu,3
Rape karwa Jake apni amma ka are mein bol Kyu Raha hu Vo Pehle se hi rape pirit hai,2
Hindustan ke tamam log chahte h ke jis trah se auraton ke upar crime bhadr rha h gang rape ke waqia ho rha iske liye central govt wali modi sarkar 1 strong law bnaye,2
sab k dil ki baat aisi he hai! koi working Saturdays sey pyar nahi kerta! we hate them,2
ladki rape karne k liye bani hai?,2
Karni  sena  waloo  jara  saa  bhi  sharam  hai  chotay  bacche  ka rape  Ho  raha  hai  Haryana  may  Un rapistoo  Ko  pakroo.,3
Ha vo to sab ko dikh hi raha h ki ap logo ki govt h haryana me kuch bolne se pehle thodi sharm kar leti 3 din me 7 rape ki vaardaat hui h aur baat krte ho beti bachao ki,3
3 days 5 rape in Haryana...,2
Bhai yeh Sena tab kidhar thi jab terrorist attack hota hai....yeh kidhar hoti hai jab brutal rape hota hai...Sad to see this hope they do something for nationa rather than Sanskriti...kyouki desh nahi toh Sanskriti Kya karegi,3
Alhumdulillah we love khan or ha 40 saal say jo log parliament kay sath rape ker rahey hai uska bhe jawab dai do pehlay.,2
Apney giraiban may jhankoo boss 40 saal say parliament ka rape ker rahey hon sharam nahi ati,3
9th Feb ko aisa rape hoga mu dhikane layak nai rahega tu,2
Dear @gulenaghmakhan main aapki bahut badi fan hu kyonki aapne mujhe aarshi aur mere #rikara jaise itni intense jodi di but still now i hate you kyonki aapne mere rikara ko mujhse 6in liya ab se main aapki fan nahi hun.,2
"Tune dikadi na tumare jaat ki asli rang, tum Saab Hijde ho, tum jaise logo Hi rape karte usliye Delhi ko rape capital bolte hai, madar chod",3
naah hate word galat hai me hate nahi karti inko but trust me mujhe acche se pta tha koi na koi shilpa ka fan mujhe bolega but aapko bta du ye bahut funny way me bola hai but jo shilpa ke fans nd PR hina ke liye show ke baad bhi bakwaas kar rahe hai na uska kya,2
"Rape and woman persecution ke khilaf awaz toh uthate hi hai iska matlab yeh nahi Kisi aur ke khilaf awaz na uthae, waise bata du film ka virodh bhi rapist aur woman's kidnaper khilji ke wajah se hi hai.",2
Aaj Jo Kiya h na reality show ne I hate him for my life disgusting kaise koi itna gir skta h apne faide ke liye saari hade paar kr Di..,3
I really hate when girls call me bhai,2
Congress s bda kutta koi nhi hai..... Bloody deshdrohi ..... Inhe kuch kaam to hai na..... I hate congresss,3
I also hate shikas...,2
Lagao jhute shivraj mai i hate mama,2
Bhrasht Media ne lakho logon ka mansik rape kiya Jo shareerik rape se jara bhi kam nahi hai.#BogusCaseOnBapuji,2
Kitni jali hui ho shilpa ko kitna hate karti ho ki apne maase bhi pyaar karna bhul gayee  nashukree kahi ki,2
Sir aap kam Acha krte ho but economy ko side Rakh kr dekhe toh roj news mein rape ki news hoti hai usko bhi consider kijiye,2
Bhabi ji ap karani sena k bare mein kuch na hi bolo to acha he kyon ki woh log apne history ko bech ne se bacha rahe hen aur UP mein gundaraj danga mafia goons murder rape etc woh v jaat k naam p jo bilkul achi nain Ravan k muh m Ram ka naam sobha nain deta,3
Ha pata he soldiers bhi pahele se shahid ho rahe he rape bhi pahele se ho rahe he tumhe to jakhmari karne ke liye janta ne bithaya he aur esa hi chalta raha to 2019 me tumhari party rape hona tay he....jai hind,3
.Armaan Ko Baarish me Bighne k baad Wala nahana Nahi Pasand ..Thts why he hate Rain.,2
O madam @KirronKherBJP aapke ghar me ho rahe honge rape salon se free fund mein desh ko kyun badnam karti ho? Sharm ni ati? Maafi mango https://twitter.com/HindiNews18/status/955088919904665602 …,2
Bhai I never hate any religion Baaki koi kuch bhi smjhe,2
Abe chacha @AnupamPkher ye kya bol rahi hain aunty? Sikandar ko bhi rape karna sikhaya hai kya? Chi chi,2
"Jo padmavat ka virodh kar rahe ha aise hi log apni bahan betiyo KO dikchit jaise baba ko saup dete rape karne ke liye,aise logo KO kya kahe",2
I hate pungi ....unka Naam maat lo mere samne ......Shilpa or Arshi k jhagde ki wajha Wahi hai,3
Eisi bat nahi hei. Ek chij band ho jaye to rape lagbhag khatam ho jayege. Wah hei sharab ka bikna.,2
thk hai iska rape kro phr hum bhi bolenge ki rape to hote rehte hn,2
"Accha ji , kahaan hai wo anupam naam ka kutta jo bahut bhonka tha nirbhaya rape hone par ?",2
jis desh ka kanoon andha ho rape jaise ghatana hoti rahegi,3
"Oye Afghanistaniyo ki najaayez aulaad, apne prophet ki Randi Ayesha Ko puch uska rape kyu Kiya tha",2
"Sir ji...rape 12 saal ki bacchi ka ho ya...28 saal ki ladki ka....Rape to rape hai....Or har rape ki ek hi sazaa honi chahiye....Vo hai ""Sare Aam Fasi ""....",2
Tum toh Sur ko apna najayez baap manate ho Jo Roz tumaahri maa kaa rape karta hai taki tum paida ho sako,2
"Khawajay, tum ko kyun itni mirch lag rahi hai? Tum sab nay parliment ki aj tak konsi izzat ki hai? Isko to rape he tum or tumharay jesay logo may kia hai or aj tum he iski izzat k rakhwalay ban rahay ho? Zyada bhasgan na do or Jao ja k prize bond nikelwao apnay",2
Abhi tak tho terrorism has No religion ka bhopu bachta tha aab kya hua... Karni sena ke saab ko tu takle terrorist kaise bole sakta hai,3
Maine aapko ulta sidh nahi bola jaise aap bol rahe hain mai kyun meri jubaan gandi karu aisa bol kar aur jo log thodi si baat par ulta sidha bol sakte hain unke liye kaya padmavati aur kaya kisi rape ki hui bachi ki chinta,2
Han hate se zada kuch ho nhi sakta. Dil krta hai aese logo ko gair qanoni saza du!,3
"o chawal mullay..zabardast dance hai, u r v talented.. & dance karna gunah nahin..bachon ko rape karna gunah hai",2
Air Jo rape ho rahe h kabhi us par bhi bolo,2
Gomata ka rape karna wala Hindu nahi hai,2
Bigg boss jitna imp nhi hai fans jitna imp hai nd vikas ne fans kamaye hai mataji ke fandom jaise nhi hai Jo apne hi fandom se ladte rahate haishame on you Shilpa fandom grow up.waise mataji plz yeh ladne wale logo ke liye live aa jao warna ek dusre ka murder karege yeh log,2
"Mr mulayam yadav ji kehte hai rape ki ghtna koi badi baat nhi hai, bachho se galti ho jati hai.",3
Tu Randi Sirf sanbhu laal ki sister banke usse rape karwa sakti hai,2
"Ab desh me ek Tanashahi jaisa mahool ho gaya ,Jo accha kam karega usko khatam hi karna hai.....hate this judiciary,election commission,President..",3
Ab hina fanz mere bhai ki fake id bnake ghum rhe i hate them,2
Tum log apna dekho na yaha kyu aaye hum log apna enjoy kar rahe hai jo tumlog ko nahi aata tumahre mata ne sirf hate karna sikhaya hai na sad....,2
Abe bhn chod nhi dekhni movie bhosdi k samjh ni aata kya bhadwe ....abe gandu rape corruption b tere jse hi karte sale aa jata hai gali khane ...chutiye wo hamara ithaas hai hum nhi chahte us pe film bne smjha ...isko smjh le ab dobara mt bolna ki film dekho pehle,3
Modi upar wale se dar.Bina awaj ki lathi lagegi tub akal aayegi.Desh ke shubhchintak awaaj uthao Democracy ke rape ka,3
Agar usi tarah rape ke liye kiya hota to aaj desh ke haalat kuch alag hote,2
"Sabse bada dhokha to mere naam ka istemal hai. jiske bharose rajneet se juda, wo #gujarat khone ke dar se congress se seat baant liye. matlab jati kisi bhi desh ke liye terrorism se kam nhi. Demonetised notes ka channel, real estate, alcohol, fuel par gst nahi? Pads par hai ??!",2
I hate these muslim molvis n hindu babas jo dusro ki khushiyon Ko daba ke khud itne maje lete he chupke.,3
Bhai humane desh main terrorism ka ek Hi colour Hai.. Baaki saab public sentiments Hai..  #JaiHind #indiarising,2
"Kya chutiyapa hai , fir kal peepli live wale mulla director ko kyu bari kar diya rape case me ??",2
"Ye farzi hai, ye 15 lac jumla tha, #Achhedin gale ki Hadi hai, #GST main Congress ka hath hai, #demonitisation awara hai, #GDP down technical error hai,chai pokoda Vikas hai, Aug main bache marte hai, Haryana main rape fake hai.BC phir tum sab $&#&k mar rahe ho.",2
Aur jo muje day 1 se hi nahi pasand thi jee.hina khan .i hate this girl tume usko bhi apni aukat dikhai so ya ab me tumari fan,3
"Koi bhi rape ho , Saja phasi hi honi Chahiye . https://twitter.com/cmohry/status/954706169100038144 …",2
Yayyyyyy koi to aya hate my,2
News dekhle pata chal jayega jiska rape hua woh mare bahen toh nhi thi but mujhe farq padta hain our ajj kya rozz dekh 10 case  mileage,2
Aag tav kuo nhi lagta jab 10 years ki ladki ko rape hota hai???,2
International leval pe to desh ki bhut wah wah ho rahi hai acha hai par national leval pe bhi bharastachar chori rape ho rahe hai uspe dhayaan de ye sab kanoon sakhat na hona police dwara karwai na karne ki wajah se ho raha hai,3
12 saal ki ladki ke sath rape hua to faansi..aur agar 16 ki ladki ke sath hua to kya karoge??2 saal mein bail?? Ye konsa kanoon hai?Rape kisi bhi age ki ladki ke sath ho sakta hai. Fir kya hoga 2saal mein bail..??Agar crime proof ho jaaye to uska penis kaat do BAss@cmohry,3
Great!!! Aap jaise  hi himmat  wali lady ki jarurat  hai jo film ke liye nahi apne hakk ke liye haryana  mein ho gang rape ho raha  hai in sab ke liye jauhar  Kare... Gov jarur aur hamre society sunega...,2
Sir aap Haryana me ho rahe rape ton dekhe #haryana,2
Ajay s/o ramdas vill and post nawar ka nibasi hai jisne ek 6 year ki ladki rape kiya hai aur us ladki ke parents bahut ghabraye huye hai ajay ke ghar bale dhamki de rahe hai case bapas lelo nhi to ham kisi ko nhi chhodenge so ham sab gav basi ka nivedan hai ki us papi ko kadi se,2
rape se age ka kya relation?  Har rape k liye ye punishment honi chaiye. Jinki betiyan hai unse pucho.jab khud k saath hoga tab maa baap ka dard samjho ge,3
Rabid is so old Buddha makeup se Buddha jawaan bantaa hai ab Buddha jawaan bachi alia ko bhi nahi chodega buddhe much toh buddape aur apne karnaame ke chalte bachi alia ko toh chod deta Jo bachi ko bhi fusla liya hate Buddha rk hate sonam jitni age ki gf shai thi na ki bachi alia,2
Bilneka ek tarika hota hai kruti...  Aur hamesha ye hina fans ke hate n abusive replies ko RT karta hai what about that,2
Arey sach hai jbhi toh main hate krta hun... un ko,3
Beti medal jeet rahi is cheez ki bahut khushi hai...and jo  beta army mein jaakar mar raha hai unka kya??? Har cheez mein jahaan dekho ladki ladki ladki padhne mein achi sabki baat maane wali but ye kyu bhul jaate ho ki fake rape cases lagaane wali  bhi kisi ki beti hi hai??,3
#KarniSena   khuch daand ke  kaam bhi  kar leya karo  desh me aaj bhi  nabalik ke sath rape hote hai waha jaya karo virood karne,2
"Ye asal mein ghina khan ka hi supporter hai ya ab pese mile rocky se shilpa ke fans mein divide karne ke liye , divide hoga toh fan folowing kam hogi hi , yahan bhi dirty mind game chal rahi, and ye sab karke logon ke mind divert kar rahe jo ghina ke liye hate msgs likh rahe the",3
Ek 6 sal ki ladki rape karke gav me ghum raha ajay&/0 ramdas vill and post nawar dist Jalaun up  cm yogi ji ki sarkar kya kar rahi hai us ladki ko insaf milna chahiye yogi ji se nivedan hai samst gram basi nawar,3
Ki jab rape yanee atyachar hota hey,2
Is rape pidita ke sath poora desh hona chahiye aur mahila congress is me poorta sahyog kre aur use insaf dilaye,2
"Tere Pakistani bhaiyon ke hisaab se Pakistan ke sare murder, Nawaz Sharif ur Imran khan ke crime bhee hinduwon ke khate mein.",3
See again...aap na apni hate nikalo uskey baad baat karengey....,2
Tum Pakistanis ka wajood kya hai 65Crs diya thhe partitions ke wakht aaj phir bhi tum bhikhari ho aur hum Hindustani dekh lo hamra ISRO Aaaj duniya ke liya satellite launch karta hai aur tum kya kar sakhte ho bus terrorism,3
Ye vo murge hain jab kasai ek murge ko kaatne k liye nikaalta hai tab vahi chilata hai baaki sab dekhte hain yahi haalat aaj daleep thakur jaise logon ki hai naa to ye rape kaa virodh karte hain aur naa hi padmavati jaisi film kaa,3
Muje shivika K love hate scenes chahiye balti bhar bhar K,2
Aur rahi karni sena ki baat to kaya aap ye chahte hain jab kisi kaa rape ho to jhande nikaale karni sena k aur batayen ki hum virodh kar rahe hain karni sena kaa koi aadmi us nirbhya vaale virodh may bhi they kaya usme aap jaise log they,3
Ye daleep thakur jaise vo congressi hain ye vo politician hain ye vo secular type insaan hai jo rape k upar bhi raajneeti karte hain ye aisi baaten karke rape ki aad may film release karvaana chahte hain inhe saram nahi aati bilkul,3
Waise bhi aap to Gobar bhakt ho dimag me bhi gobar hi bhara hai. To aap kya samjhoge terrorism ka matlab..,2
Kahe kare hamara hate bahut mehnga hai.,2
Jo bhale ghar mein cow amma ko khate ho per bhaher logo ko bolte ho hum to Bhai sakahaari hai,2
Apki Ager 35 saal ki beti ke sath rape hota hai to aap kya karoge ap phasi ya sirf saja Rape kisi ke sath bhi ho or koei bhi kre ussse sirf or sirf Phasi hi milani chaiye,2
Kya Teri amma ka rape karne roj baba Raat ko aate hai,2
Kya nhi yaar Teri bhahen ka mein rape nhi karunga Pehle se Vo tere se Aur tere dosh se pareshan hai hamara lund nhi se paigi,3
Jake Dekh Teri amma ko Kahi Mandir to nhi gai na warna koi baba rape karke ek aur dawload Kar dega,2
Kyu hindu mein nhi hai Kya are hinduo mein mein kese haram hoga hinduo mein rape Karna bhi prashad hai,3
Rape ki aulad bhagwi kutte Ab tu apni bhahen ka rape Kar Raha hai,3
Tune apni bhahen ka rape Kar Raha tha to Teri bhahen ka rape karne mein tere dosh bhi hoge,2
Teri amma ka already baba ne rape Kar kiya hai,2
Dekh tu kitni Jaldi bhage ga salo apni Behan ko chor do salo kabhi bhi daru pike apni bhahen ka rape karte ho kutto madarchod,2
Respected PM Modi Ji Sabse pahele to crime horahe unko rokne k liye aise kanoon banaye k koi crime hi Na kare  rapiest ya gang rape  ko sidha phhasi ki saza ho koi bhi hamdardi Na ho,2
Chal Ab tu bata Teri bhahen ko tune kitni baar rape kiya hai Aur kitno ke karwaya hai,2
Ja apni bhahen ka rape Kar warna koi sanbhu apni bhahen bana ke rape Kar dega,3
Teri amma se puch bhagwi Teri amma ka kitno ne rape kiya hai,2
rape ki saja se kahin ladkiyon ka rape and murder na hone lage?????fatafat saza aur jail...zyada jarori hai...,2
Mei secular hu ...mei kattar hindu nahi hu jo aankh mund kar muslim se hate karata ho,2
Teri Sakal baba raam dev se milti hai Kahi usne to Teri amma ka rape nhi kiya hai,2
Ja apni maa bhahen ka rape Kar Tum logo ka kaam hi yahi hai madarchod,3
Ja kutte bhagwi madarchod apni bhahen ka rape Kar Teri nhi tumari yahi aukat hai are Vese bhi har ghar mein sanbhu hai tubhi salo kutto apni bhahen ka rape karte ho,3
After that I hate him now n ek baat Priyank ne bilkul Sahi boli BB mein koi jyada pretend nahi kar sakta jaise ki Priyank vo kaisa ghatiya ladka hai ye usne bb mein dikha Diya,3
Sanbhu laal ne apni bhahen pooja ka rape kiya tha Kahi Vo Tum to nhi,2
Ise lagata Hai  . Is zagade me log Shilpa ko hate karenge ... Isiliye Baar Baar muh marane aati Hai... Shilpa sabase upar samaz le..,2
Tumhare pidi bhaiya ne kya bola tha rape k baad Pata Hai na..aur abhi ek bhi rape india k kisi kone me ho jata Hai toh Kitta bolte ho modi ye Hai wo Hai. Jab acche se delhi ko secure ni kr paye tumhare aka in 65 saalon me toh kuchh toh compensate krne k liye krna parega na.,2
Abe rape pirit aurat ke bacche haram khor kutte ke bille suvar,2
Ja tu apni amma ko bacha Kahi uska rape to nhi ho Raha hai,2
Rajestan police ke ye jankari di hai ki sanbhu suvar khud apni bhahen ka rape karta tha,2
Kyun aap log padmavt ko hi target ker rahe ho ...porkistan roj siezefire tod raha tab koi kuch nai bolta .desh mai roj rape or murder jaisi vardaten hoti tab bhi kuch nai bolta ...maa Padmavati ka samman mai bhi karta hoon per pehle desh. Wake up india ......or bhi prob hai......,3
Bachchiyon se rape karnewalon ko kutton ki mout mar dena chahiye.,3
I hate this ad. Ap bhi baray ho k aise ads banain gi?,3
Prakash Raj pe patthar Nahi barsenge so he can speak up his mind  Khan surname ke Saath bolke dikhate wo Galati se famous hote bahut jayda to TRP ke liye log Us statement ka rape Kar dete https://twitter.com/PritishNandy/status/954597935777431552 …,2
Talaq per kanoon badal sakta hai rape per nahi jayada jaroorat rape se bachane ki hai ya talaq se?,2
Lakin pasand na hona aur hate karna ma farak hai,2
I hate that shit  kabhi join nai kiya,3
Aap se dhyaan to hate pahle,2
Yeh koi umar bhala hate ki,2
Nahi pini hai Murkh pappu ke saath coffee Mufat me Air ke aane jaane ke saath bhi because I hate him.,3
Sir @mlkhattar  jee kya 12 saal sey upar walo ka rape rape nahi hota kya... fansi  ki saja sirf upto12 years kyu sab per rakho na..? Ab rape waley b adhar card per age dekh ker rape karengey kya...?,2
Abe chutye kya asaram asaram laga rakhkha abe yuhi deash barbad hora ek rapist ko sale guru maan lete ho aur apni beheno ka rape karwate ho,3
Rajput ke khilaf post nhi hai ye galat soch ke khilaf hai jo supreme court ko nhi mane sena ko uksae ye desdrohi hai mgr sarkar khamosh hai. Agr krni sena ko fikar hai to rape hota hai uske insaaf ke lie aandolan kre naari ka samnan nhi ye apni takat dikhana chah rha hai,2
Hindustan mei har din 25-30 rape hote h tab toh awaz nhi utate jab baat movie ki aai sabke Talwar hato mei aagai.. Sharm karo,3
ek ate h shilpa shilpa bolne wale fir ate h vikas vikas bolne wale fir ate h hina hina bolne wale fir kuch pagal ate h shikas shikas i hate this shikas word,3
La Bhai raid ko 15 aug ko dhang se rape hoga vimal sir ka,2
"Ye jo geeta phokat hai na, wo bhakt hai. usko sirf muslim se nafrat hai, rape se nahin. BJP ke neta bole na rape to hota hi rehta hai.",3
jab rape hote h tabkyun karni_sena chup hoti h tab nari shakti n samman kyun yaad nhi_aata n aaj bhi hazaro mahillae haryana n rajasthan up m harasment ka n rape ka sikhar hori_h apna gussa wahan dikhao_to jyada khushi milegi mjhe,3
"Vikas gupta is worst person in dz world!he is sooo mean!!!shilpa ko show se nikal diya,phir bhi isko shaanti nahi hai,joote maarne chahiye aise ghatiya insaan ko..hate u gupti to da core!!!!!!!",3
All my close (Bhai) logs hate Deepika. Lekin mere liye seh lete hai,2
Acha BC jab duniya Mey mard log jo 7th saal ki bachi Ko rape kardeyte hi aur Jaan ley le try hi uska toh vo kuch nhi hi ladki adha kapadey pehney toh zulm kaisey log hi Desh Mey chi,3
Bhai chatne ka sukh hai bahut chato lekin rape victims ko gali na do. BJP sirf rape victims ko gali deti hai or rapeist ko bachati hai.,3
"@cmohry sir beti to beti hoti hai ,uska umar se kya lena dena.aapko sabhi rape cases k liye ye nirnay lena chahiye .Jab marz ek hai to medicine bhi ek honi chaahiye.",2
"Bhai chill marr....dance hi kiya hai  , rape nai.",2
"Mantri ji,  kripa kar ke priority haryana mein ho rhe minor ladkiyon ke sath rape ko control laane mein karein na ki padmavat mein.",2
Modi ji se phoocho 2014 se government job Mai joining kyoo nahi ho Rahi hai ....to Modi ji baag hate hai.,2
Modi se phoocho demonetization se Desh ki 375000 cr ka nuksaan ho Gaya . To Modi ji bhaag hate hai.,2
Modi se phoocho oil kaa rate sassta hona chahiye....Modi ji bhaag hate hai.,2
Modi se phoocho kisaan bhooka mar Raha hai...Modi ji bhag hate hai.,2
Modi se phoocho....Haryana jal Raha hai...Modi bhaag hate hai.,2
Kitna apne maa baap ka naam duniya me dubayega ye pata nahi. Parwah hoti unki to ab tak baaz aa jata. Jise hate karta hai uske hi naam se attention leta hai. Isey apne maa baap ka naam aur kharab karna hai...jab tak puri tarah se unka naam nahi dubayega chain se nahi baithega,2
"Vaise media walon ke bhi rape ke maamle saamne aate rahe hain, tumhari media society ko kisne ganda kiya hua hai uska bhi report nikalo",2
aap lafzo Ki rani h mohotarma ..qalam aap Ki pehchaan aur aapke ishare s saare lafz sematt hate h aapki barghaa m ..aur...,2
"Hahaha,  to apni aurato ko hi rape ker diya,  Kareem 5 Lacs East Pak ki aurato ko rape ker diya aur jab Karne ki Bari aayi to surrender",3
Tumhe israeli kutte ke sath selfi nahi leni chahia thi....kiya tumhare ghar bachche nahi he....kiya tumhare ghar bahu...beti nahi he.....agar un ka rape ho to aap ko kaisa lageaga...tab bhi aap islaeri kutte ke sath selfi lete......sham on you bacchan,3
SC ko masooon ke saath rape karne walon ko mritudand dena chahiye.Iske liye kendra se Kanoon banane ka aagrah karna chahiye.,2
Ye aur iska pati @sardesairajdeep  Gaaliya khaane ke liye hi tweet karte hai it seems. Jaise hi ye kuchh bolte Hain.saare log gaaliya dene lagte hain.But for bhi ye Kabhi introspection Nahi karte ki log hame itni hate kyu karte hain.i tell you.coz you are Cong stooge and traitor,2
Muze modi se problem nahi hai. Tuze problem hai tu dekha. I hate congress.mar jaunga lekin congress ko vote nahi dunga.,3
os maa se contect kro jis ki beti ka rape jis ka beta qatel jis ki jawan beti aghwa or jin k ha khany ka rashen nhi he jo baap be rozgari ki waja se bachy bechny road pe khara hota he os maa se pocho jo logo k gher ja ja k kaam krti he naam sharif rakhny se koch nhi hota he.,3
@NitishKumar @wscid @narendramodi @ bihar vijaipurthana police bauhat hi bada kand hone pe risvat le ke chut hai ek  ladki ki kidnap kar ke rape kar ke murder kar diya gya hai vijaipurthana  police mila hai Mukesh kumar bade babu jo 12 lakh rupya le ke case ko daba rha hai pic.twitter.com/JL1DkoqVDT,2
shi kha.ye sale kutte ki olad netaon ki beti nhin inke to bete ka rape hona chahiye.,3
BJP ko kyon achha khe n? Har din nafrat wale hi muddle uthate hn ar Jin karabion/muddon par sarkar banaya we sari burayian inke ssrkar me aur chram par h. Modi achha bolte hn implement nhi karke.BJP nam k dokhe se safal huwe nhi to RSS ko des ki janta 1948. se hi nakar rakha h.,3
Sar aap se hate jodkar nivedhan karta hu ki meri sister Ko Baramat karyor polic Ko karavay karane ke aadhsh d,2
Bharat me Muslim koun tha  tumahre maa bahno ko rape karke lutero ne  tumhe Muslim banaya tum BHE Hindu he the,3
loot lo mujhe .....itnii behen hai....or ye nhi ki koi bhabi bhi lekr aaye...i hate  u all my dear behenoo,2
Bht hate hai yaar in k dil mein or mujhy waja nhe pata,2
Netanyahu is also against terrorism!He is saving his country !,2
manda uns hate ai https://curiouscat.me/Xuxusemgosto ,2
i hate shanghai na talaga,3
Kub tak ase hi ladkiya rape Ka sikhar Hoti rhya ge PM shab kub tak Jin choti choti ladkiyo k sath rape KR k oun ko mar Diya jata ha oun ki Kay galti thi ki vo ladki thi bus Jo rape krta ha oun ko 5 10 year ki saja Hoti h bad m oun ko chod Diya jata h had h Kuch to kro @PMOInda,2
Tab tum sab khna thai jab ladkiyo ka rape ho rha tha,2
@kashifkhalid27 @BhittaniKhannnn @HamidMirPAK Pichhle 15 din me kitne child rape ke case samne aaye hain Pigistan Porkistan me.Haramzado tumhari galti kam hai kyonki tumhare paedophile suar mohammad ne khud 6 saal ki bachchi ayesha se nikah kiya tha aur 9 saal ki umar me.,2
Hina winner hone chaye thi aap logo ne galat inshan ko jeetaya hai I hate bb 11,3
Not boy his old uncle now bachi ko date karne we Buddha jawaan toh nahi hoga jab bachi ko budha budha lagega tab naya bakra pakad Levi I mean alia se hai Jo uncle sarabi ko old ko date kar rahi hai I hate ranbir isne kat aur ab singal mother mahira ko bhi emotionally use karke,3
Tumhe jatiwadi rajniti karte sharma nahi aati. Ek din tumhara wajood khatma ho jayega aur aur public tumse hate karegi,3
"Twitter pe Hi karne ka natija,sirf haye hate karna rah jata hai. https://twitter.com/squintneon/status/954789887143636992 …",2
bhaag i hate hina,2
vikas hate hina,2
vikas fans hate shilpa hina,2
Bichare yaha jauhar aur protest krne se peeche to hate to vaha aayenge na,2
Dhyan rkhan apna.. rape bahut ho rhe wahan,2
Wo rape hogye dekhtein dekhtein,2
Aor terrorism hum phela rahay?,2
"Tujhe religion ko terrorism se aur rakptapaan se jodane ki jaroorat nahi hai, koi tera intejaar nahi kar raha hai; na hi tere approval/disapproval ki koi value hai.",2
I hate this guy Jisnay itni galat baat ke @shareeeefaf,3
"Aurat sirf shakl o surat or jism ki waja sy khobsorat nai lagti waja kuch aur b ha wo ye k wo picha nai kerti, wo rape nai kerti, wo yaktarfa mohabat me qatal nai kerti....",2
Haan aur 12 saal se upar wali ladkio ka rape karne pe aap rapists ko laddoo dena,2
"Main kbhi terrorism ko religion se nhi jodta,",2
Larkiyon kay rape may  https://twitter.com/Lala9_9/status/954808025222664192 …,2
"Kash itne political action or public support sare rape caeses ko milte... Yakeen maniye aj har beti safe hoti. 3 inch ki kamar ko dhakne k liye itne issue, or jab kisi ldki ki puri izzat khrb ho jati uske liye koi kuch nahi bolta..",3
I hate gupta,3
EK baar Pakistan zaror visit karna bro  . Lahore zaror visit karna . Political hate he hai hum payar karnay walay hai . #sharewithlove,2
Agar tumhara payari bahan ko koi rape kare aur private place mein chaku markar khatam karde to tum ahinsa ki mukhota pahankar oose samjao ge ???,2
"Are bato agar tumhara bahan ko koi rape karke murder karde to tum ahinsa ki raste pe chalkar oose payar se samjaoge , ki aur kisiko rape nakare ????",2
"But maine suffer kar RHA hoon,19yr ka ladka jo document main bhi 19yr police ki najar main adult hai hi nhi wah..wah re up police aaj bhi Desh jhut aur paise pe jivit hai na ki such pe.i hate BJP also up police . https://twitter.com/CMOfficeUP/status/954397014199906304 …",3
Pandits ko.maar diya. Ghar se beghar kardiya Lekin pandit terrorist nahin Bana. Hindu terrorism Kahan se aaya. Aur har ekuslim terrorist hai aur terrorism kha koi religion nahin hai. Kya baat hai.,3
To log ab 12 saal se kam ki rape Ni karenge . 12 saal se jyada ki karenge phasi se Bach jayenge. Agar rape ko rokna hi h to sbhi rapist ko phasi do . 12 saal se km aur jyada kya,2
"Gul Bukhari sahiba sirf hate speech ki mahir hain, in ka bus nai chalta warna maryam ki bait kar lain. https://twitter.com/madeeha_naqvi/status/954792317415763968 …",2
"Charlie, azadi charkhe se nehin balki lakho prano ki balidan ke badle ayahain,  ahinsa Ok,  But koi tumhara bahan ko rape karke murder karde to keya tum ahinsa follow karoge ? Agar aisa mera saath hota hain to main oose 72 tukro mein bantkar on camera daru ke saath kha jaunga.",3
Ab khtaam Hogaya  tum mat larna mujh sy please I hate phaday bazi,3
We take so much pain in studying for CA and assholes like you call us Nakli CA.. Saale khud puncture banake.. dusre kom ke ladkiyon ko rape karke katl karte hai aur khud ke dharm ke ladkiyon ko burqe mein kaid karke bakriyon ko rape karte hai..,3
